ID,Name,Texture_0,Texture_1,Texture_2,Texture_3,Texture_4,Texture_5,Flags,SoundBank,SoundID,SpellID,MaxDarkenDepth,FogDarkenIntensity,AmbDarkenIntensity,DirDarkenIntensity,LightID,ParticleScale,ParticleMovement,ParticleTexSlots,MaterialID,MinimapStaticCol,FrameCountTexture_0,FrameCountTexture_1,FrameCountTexture_2,FrameCountTexture_3,FrameCountTexture_4,FrameCountTexture_5,Color_0,Color_1,Float_0,Float_1,Float_2,Float_3,Float_4,Float_5,Float_6,Float_7,Float_8,Float_9,Float_10,Float_11,Float_12,Float_13,Float_14,Float_15,Float_16,Float_17,Int_0,Int_1,Int_2,Int_3,Coefficient_0,Coefficient_1,Coefficient_2,Coefficient_3
941,"8XP Puddle Water",XTextures\river\lake_a.%d.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,,,,15,0,1112,0,0,0,0,0,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.5,0,0.5,0.20000000298,0.5,0,0.10000000149,1,0.20000000298,0.5,0.80000001192,0.20000000298,0,1250,0,1250,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
943,"8DRU Witch Forest Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-7259201,1,1,1,1,1,1,-11374931,0,0.00050000002,0.25,1,0.5,0.30000001192,90,0.5,0.5,0.5,0.11999999732,0.03999999911,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
945,"8SWA - Swamp Water - Blood",xtextures\swamp\swampblood_shallow01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampblood_shore01.blp,xtextures\river\fast_a.%d.blp,xtextures\fel\felanim_%d.blp,127,2,0,0,0,0,0,0,0,4,1,5,14,-11394288,0,0,0,0,16,30,-12307423,0,0.00300000003,0.00600000005,0.00999999978,0.01400000043,0.15000000596,500,0.07500000298,1,0.60000002384,0.30000001192,60,1,0.93000000715,0.10000000149,0.00999999978,0.69999998808,2,0.10000000149,2,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
946,"8SWA Tar Pits - No Water Walking",xtextures\fel\feldeeptar02.blp,xtextures\fel\felshallowtar02.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshoredark.blp,xtextures\fel\felemissivetar.blp,xtextures\fel\felanim_%d.blp,122,2,101093,0,0,0,0,0,3478,3,1,0,13,-15921386,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.25,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,0.20000000298,1,2,1,0.5,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
947,"Kul Tiras Ocean",XTextures\ocean\ocean_h.%d.blp,proceduralOceanDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,1039,1,0,0,30,0.5,0.5,0.25,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.69999998808,1,0.25,0.20000000298,0.69999998808,0.20000000298,0.10000000149,1,1,2,0,0,1,1250,1,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
949,8SS_QuillboarFog,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,0.5,0,4,10,-8623794,1,1,1,1,1,1,-6587289,0,0.00100000005,0.25,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
951,"8XP Azerite (THe Motherlode)",xtextures\azerite\azeritedeep.blp,xtextures\azerite\azeritecentercolor.blp,xtextures\azerite\azeriteblend.blp,xtextures\azerite\azerite_basenormal.blp,xtextures\azerite\azeritetranscolor.blp,xtextures\azerite\azeriteanim.%d.blp,104,2,0,269831,0,0,0,20,3316,4,2,4,18,-4745700,0,0,0,0,0,30,-8502784,0,0.36000001431,0.36000001431,2,20,45,0.00350000011,1,1,0.00499999989,5,1,0.40000000596,8,10,50,10,10,1,1,0,16737792,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
952,"8KUL - Swamp Water - Brown Orange",xtextures\swamp\swampalgae_shallow01.blp,xtextures\swamp\swampalgae_mid01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampalgae_shore01.blp,xtextures\river\fast_a.%d.blp,xtextures\fel\felanim_%d.blp,127,2,0,0,0,0,0,0,0,4,1,5,14,-14798026,0,0,0,0,16,30,-11774689,0,0.00300000003,0.00600000005,0.00999999978,0.01400000043,0.15000000596,500,0.07500000298,1,0.60000002384,0.30000001192,60,1,0.93000000715,0.10000000149,0.25,0.69999998808,2,0.10000000149,2,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1055,"8XP Slow Water Transparent",XTextures\river\lake_a.%d.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,15,0,1112,0,0,0,0,0,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.69999998808,0.30000001192,0.5,0.20000000298,0.05000000075,0.10000000149,0.10000000149,1,0.69999998808,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1065,"8.1 Sea Priest Raid",XTextures\river\lake_a.%d.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,,,,15,0,1112,0,0,0,0,0,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.5,0,0.5,0.20000000298,0.5,0,0.10000000149,1,0.20000000298,0.5,0.80000001192,0.20000000298,0,1250,0,1250,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1100,"Ocean (Scroll Speed 0.8)",XTextures\ocean\ocean_h.%d.blp,proceduralOceanDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,1039,1,1114,0,30,0.5,0.5,0.25,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,1,2.5,32,0.69999998808,1,0.25,0.20000000298,0.69999998808,0.20000000298,0.10000000149,1,1,2,0.80000001192,0,1,1250,1,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1132,"8.2 Bioluminescent Water",xtextures\bioluminescent\bioluminescentwater_sparkle2.blp,xtextures\bioluminescent\bioluminescentwater_sparkle3.blp,xtextures\bioluminescent\bioluminescentwaterdiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\bioluminescent\bioluminescentwater_sparkle.blp,,15,1,1112,0,30,0.5,0.5,0.25,0,1,0,0,12,-12081473,0,0,0,0,0,1,-15033629,-15318137,0.25,90,0.0120000001,0.5,10,0.01999999955,2,180,0.01999999955,0.05000000075,1,90,0.00800000038,0.30000001192,1.29999995232,1,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1133,"9CAS Fog Pool",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,0.10000000149,2,4,10,-1784587,1,1,1,1,1,1,-9794903,0,4e-05,0.25,1,1,0.20000000298,24,0.5,0.5,0.5,-0.15000000596,0.0700000003,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0.00079727173,-0.12326049805,3.38342285156,-2.24389648438
1135,"8.2 Purple Bioluminescent Water",xtextures\bioluminescent\bioluminescentwater_purple_sparkle2.blp,xtextures\bioluminescent\bioluminescentwater_purple_sparkle3.blp,xtextures\bioluminescent\bioluminescentwaterdiffuse_purple.blp,xtextures\ocean\newoceanbump.blp,xtextures\bioluminescent\bioluminescentwater_purple_sparkle.blp,,15,1,1112,0,30,0.5,0.5,0.25,0,1,0,0,12,-8571953,0,0,0,0,0,1,-9692445,-14346090,0.25,90,0.0120000001,0.5,10,0.01999999955,2,180,0.01999999955,0.05000000075,1,90,0.00800000038,0.30000001192,1.29999995232,1,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1136,"9.0 Bastion Soul River",xtextures\valkyrwater\valkyrwater_sparkle2.blp,xtextures\valkyrwater\valkyrwater_sparkle3.blp,xtextures\valkyrwater\valkyrwaterdiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\valkyrwater\valkyrwater_sparkle.blp,,15,1,1112,317104,30,0.5,2,1,0,1,0,3,12,-11904664,0,0,0,0,0,1,-11259119,-15308979,0.25,90,0.0120000001,2,10,0.01999999955,2.5,180,0.00100000005,0.02999999933,1,90,0.00999999978,0.30000001192,3,1,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1138,"9.0 Bastion Soul River Plains",xtextures\valkyrwater\valkyrwater_sparkle2.blp,xtextures\valkyrwater\valkyrwater_sparkle3.blp,xtextures\valkyrwater\valkyrwaterdiffuse02.blp,xtextures\ocean\newoceanbump.blp,xtextures\valkyrwater\valkyrwater_sparkle.blp,,15,1,1112,317104,30,0.5,2,1,0,1,0,3,12,-11904664,0,0,0,0,0,1,-11259119,-15308979,0.25,90,0.0120000001,2,10,0.01999999955,2.5,180,0.00100000005,0.02999999933,1,90,0.00999999978,0.30000001192,3,1,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1140,"Black Ink",xtextures\river\lake_a.%d.blp,xtextures\fx\blobbybump.blp,XTextures\ocean\newoceanbump.blp,xtextures\river\fast_a.%d.blp,,,15,0,0,0,0,0,0,0,0,1,0,0,1,-13559794,30,0,0,16,1,1,0,0,1,0,1,1,4,0,1,0.30000001192,0.20000000298,0.20000000298,0.30000001192,0.20000000298,0.10000000149,1,1,2.5,0,0,0,1250,0,0,0.00591278076,0.99850463867,0.00347900391,0.01284790039
1141,Ink,XTextures\river\lake_a.%d.blp,proceduralRiverDepthTex,xtextures\ocean\newoceanbump.blp,xtextures\river\fast_a.%d.blp,,,15,0,1112,0,0,0,0,0,0,1,0,0,1,-14284020,30,1,0,16,1,1,0,0,1,0,1,1,4,0,1,0.30000001192,0.20000000298,0.20000000298,0.30000001192,0.20000000298,0.10000000149,1,1,2.5,0,0,0,1250,0,0,0.00591278076,0.99850463867,0.00347900391,0.01284790039
1142,"Ocean - No Particles",XTextures\ocean\ocean_h.%d.blp,proceduralOceanDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,1031,1,1114,0,30,0.5,0.5,0.25,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.69999998808,1,0.25,0.20000000298,0.69999998808,0.20000000298,0.10000000149,1,1,2,0,0,1,1250,1,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1143,"9CAS - Aether Water",xtextures\swamp\swampblood_shallow01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampblood_shore01.blp,xtextures\river\fast_a.%d.blp,xtextures\fel\felanim_%d.blp,127,2,0,0,0,0,0,0,3585,4,1,5,14,-16249842,0,0,0,0,16,30,-2035727,0,0.00300000003,0.00600000005,0.00999999978,0.01400000043,0.15000000596,500,0.07500000298,1,0.60000002384,0.30000001192,60,1,0.93000000715,0.10000000149,0.00999999978,0.69999998808,2,0.10000000149,2,0,0,0,0.00591278076,0.99850463867,0.00347900391,0.01284790039
1145,"8RAID Nzoth Magma",XTextures\lava\lava.%d.blp,xtextures\lavanzoth\magma0_nzoth.blp,xtextures\lavanzoth\magma1_nzoth.blp,xtextures\lavanzoth\magma2_nzoth.blp,,,120,2,3072,0,0,0,0,0,7,4,1,1,2,-3119104,30,0,0,0,1,1,0,0,0.01999999955,0,0.02500000037,0,0.94999998808,0.85000002384,0.75,0,0,0,1,0.05000000075,0,0,0,0,0,0,0,0,16737792,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1146,"9.0 Bastion Soul River Caves",xtextures\valkyrwater\valkyrwater_sparkle2.blp,xtextures\valkyrwater\valkyrwater_sparkle3.blp,xtextures\valkyrwater\valkyrwaterdiffuse03.blp,xtextures\ocean\newoceanbump.blp,xtextures\valkyrwater\valkyrwater_sparkle.blp,,15,1,1112,317104,30,0.5,2,1,0,1,0,3,12,-11904664,0,0,0,0,0,1,-11259119,-15308979,0.25,90,0.0120000001,2,10,0.01999999955,2.5,180,0.00100000005,0.02999999933,1,90,0.00999999978,0.30000001192,1,1,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1147,"9ARD_Drust Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-9156261,0,0.0001,0.07999999821,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1148,"9MAW Fog Pool",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,0.10000000149,2,4,10,-1784587,1,1,1,1,1,1,-10315623,0,4e-05,0.15000000596,1,0.20000000298,0.5,215,0.5,0.5,0.5,-0.15000000596,0.0700000003,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0.00065994263,-0.14147949219,3.37847900391,-2.25512695313
1149,"Toxic Slime - Deep",xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslime\plagueslimeshore.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\plagueslime\plagueslimeanim_%d.blp,104,2,3052,330100,0,0,0,0,6,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.15000000596,0,-0.00499999989,1,0,-0.00499999989,0.5,0,0.00499999989,0.40000000596,0.01499999966,0.30000001192,5,0,4,2,1,3,100,1,50,25,0.00065231323,-0.13928222656,3.32427978516,-2.21890258789
1155,"Green Liquid Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-11877578,1,1,1,1,1,1,-10682624,0,0.0001,0.5,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1156,"Red Liquid Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-12572637,1,1,1,1,1,1,-12639201,0,0.0001,0.40000000596,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1157,"8SWA Tar Pits",xtextures\fel\feldeeptar02.blp,xtextures\fel\felshallowtar02.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshoredark.blp,xtextures\fel\felemissivetar.blp,xtextures\fel\felanim_%d.blp,126,2,101093,0,0,0,0,0,3478,3,1,0,13,-15921386,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.25,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,0.20000000298,1,2,1,0.5,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1158,"Friendly Slime - Shallow",xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslime\plagueslimeshorelowcontrast.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\plagueslime\plagueslimeanim_%d.blp,106,3,3880,0,0,0,0,0,5085,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.34999999404,0,-0.02500000037,1.5,0,-0.01499999966,0.25,0,0.00499999989,1,0,0.30000001192,5,0,8,50,0.10000000149,1,0,1,0,0,0.00395584106,0.66746520996,0.00231933594,0.00860595703
1159,"Friendly Slime - Medium",xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\plagueslime\plagueslimeanim_%d.blp,104,2,3880,0,0,0,0,0,5085,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.34999999404,0,-0.02500000037,1.5,0,-0.01499999966,0.25,0,0.00499999989,1,0,0.30000001192,5,0,8,50,0.10000000149,1,5,1,0,0,0.00591278076,0.99850463867,0.00347900391,0.01284790039
1160,"Toxic Slime - Medium",xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslime\plagueslimeshore.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\plagueslime\plagueslimeanim_%d.blp,104,2,3052,330065,0,0,0,0,5085,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.15000000596,0,-0.00499999989,1,0,-0.00499999989,0.5,0,0.00499999989,0.40000000596,0.01499999966,0.30000001192,5,0,8,2,1,5,50,1,50,25,0.00581169128,0.98254394531,0.00323486328,0.01284790039
1161,"Toxic Slime - Shallow",xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslime\plagueslimeshorelowcontrast.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\plagueslime\plagueslimeanim_%d.blp,106,2,3880,330065,0,0,0,0,5085,4,2,4,13,-16585138,0,0,0,0,0,30,0,0,0.15000000596,0,-0.00499999989,1,0,-0.00499999989,0.5,0,0.00499999989,0.40000000596,0.01499999966,0.30000001192,5,0,8,2,1,5,0,1,50,25,0.00588798523,0.9931640625,0.00354003906,0.01275634766
1162,"9.0 Arden Bioluminescent Water",xtextures\bioluminescent\bioluminescentwater_arden_sparkle2.blp,xtextures\bioluminescent\bioluminescentwater_arden_sparkle3.blp,xtextures\bioluminescent\bioluminescentwaterdiffuse_arden.blp,xtextures\ocean\newoceanbump.blp,xtextures\bioluminescent\bioluminescentwater_arden_sparkle.blp,,15,1,1112,0,30,0.5,0.5,0.25,0,1,0,0,12,-12740912,0,0,0,0,0,1,-14001692,-15318137,0.25,90,0.0120000001,1,180,0.01999999955,2,180,0.01999999955,0.05000000075,1,90,0.00800000038,0.30000001192,1.29999995232,0.5,0.80000001192,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1163,"9.0 Arden Fae Water",xtextures\ley\leydetail01_arden.blp,xtextures\ley\leydetail02_arden.blp,xtextures\ley\leydiffuse_arden.blp,xtextures\ocean\newoceanbump.blp,xtextures\bioluminescent\bioluminescentwater_arden_sparkle.blp,,15,1,1112,0,30,0.5,0.5,0.25,0,1,2,3,12,-13732157,0,0,0,0,0,1,-11098148,-9533233,1,90,-0.01999999955,0.07999999821,10,-0.03999999911,0.30000001192,180,0.02500000037,0.10000000149,0.40000000596,90,0.01999999955,1,1.39999997616,1.5,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1164,"Orange Liquid Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-1865940,1,1,1,1,1,1,-1798630,0,0.0001,0.5,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1165,"Purple Liquid Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-8049437,1,1,1,1,1,1,-9233692,0,0.0001,0.5,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1170,"9MAL - Dark Water",xtextures\river\lake_a.%d.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\foam\waterchop7bw.blp,xtextures\river\fast_a.%d.blp,xtextures\fel\felanim_%d.blp,15,0,0,0,0,0,0,0,0,1,0,0,14,-11394288,30,0,0,0,16,30,-10210720,0,1,0,1,1,0.5,0,1,0.30000001192,0.20000000298,0.20000000298,0.30000001192,0.20000000298,0.10000000149,1,1,2.5,0,1,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
1174,"FX - Generic - Lava - Solid - Exterior",xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslime\plagueslimeshore.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\azerite\azeriteanim.%d.blp,123,2,3052,0,0,0,0,0,2519,4,2,4,13,-50688,0,0,0,0,0,30,0,0,0.20000000298,-0.10000000149,0.00999999978,0.07999999821,1,-0.00600000005,0.05999999866,0.10000000149,0.00100000005,0.10000000149,0.00999999978,0.5,8,1,10,4,0.5,25,90,1,50,25,0.05002212524,-0.98254394531,4.93737792969,-3.05523681641
1177,"FX - Generic - Lava - Molten",xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslimetoxic\plagueslimetoxicshore.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\azerite\azeriteanim.%d.blp,123,2,3052,0,0,0,0,0,2519,4,2,4,13,-50688,0,0,0,0,0,30,0,0,0.20000000298,-0.10000000149,0.00999999978,0.07999999821,1,-0.00600000005,0.05999999866,0.10000000149,0.00100000005,0.10000000149,0.00999999978,0.5,8,1,10,4,1,25,50,1,50,25,0.00065231323,-0.13928222656,3.32427978516,-2.21890258789
1178,"FX - Generic - Lava - Solid - Interior",xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp,xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp,xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp,xtextures\plagueslimetoxic\plagueslimetoxicshore.blp,xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp,xtextures\azerite\azeriteanim.%d.blp,123,2,3052,0,0,0,0,0,2519,4,2,4,13,-50688,0,0,0,0,0,30,0,0,0.20000000298,-0.10000000149,0.00999999978,0.07999999821,1,-0.00600000005,0.05999999866,0.10000000149,0.00100000005,0.10000000149,0.00999999978,0.5,8,1,10,5,1,25,50,1,50,20,0.00065231323,-0.13928222656,3.32427978516,-2.21890258789
1188,"9.2 Progenitor Water",xtextures\progenitor\progenitorwater_sparkle02.blp,xtextures\progenitor\progenitorwater_sparkle03.blp,xtextures\progenitor\progenitorwaterdiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\progenitor\progenitorwater_sparkle01.blp,,15,1,1112,0,30,0.5,0.5,0.25,0,1,0,0,12,-12085038,0,0,0,0,0,1,-8527873,-15304569,0.00999999978,90,0.0120000001,1,145,0.03999999911,0.69999998808,145,0.00999999978,0.05000000075,1,180,0.00800000038,0.30000001192,2,0.5,1.5,4,0,0,0,0,0.00591278076,0.99850463867,0.00347900391,0.01284790039
1190,"9PRG Raid Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-9205630,1,1,1,1,1,1,-11241877,0,0.00100000005,0.05000000075,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0.00591278076,0.99850463867,0.00347900391,0.01284790039
936,"FelShallow - Tanaan Jungle Specific",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,122,2,3052,188517,0,0,0,0,6,4,1,1,13,-14167551,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,1,2.5,2,0.75,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
1172,"FelDeep - Generic",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,104,2,3052,0,0,0,0,20,6,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.25,0,-0.05000000075,0.5,0,0.01999999955,0.55000001192,90,0.00999999978,0.25,0.20000000298,1,2,0.25,1,1.5,0.75,0.75,1,0,0,0,0.04053497314,-0.74075317383,4.00073242188,-2.28305053711
